Watershed_ID;Source;Name;Official_ID;Centroid_Lat_deg_N;Centroid_Lon_deg_E;Drainage_Area_km2;Drainage_Area_GSIM_km2;Flag_GSIM_boundaries;Flag_Artificial_Boundaries;Elevation_m;Slope_deg;Gravelius;Perimeter;Flag_Shape_Extraction;Aspect_deg;Flag_Terrain_Extraction;Land_Use_Forest_frac;Land_Use_Grass_frac;Land_Use_Wetland_frac;Land_Use_Water_frac;Land_Use_Urban_frac;Land_Use_Shrubs_frac;Land_Use_Crops_frac;Land_Use_Snow_Ice_frac;Flag_Land_Use_Extraction;Permeability_logk_m2;Porosity_frac;Flag_Subsoil_Extraction
12974;USGS;DUNN C NR ROCKPORT CA;11468850;39.7987639;-123.8208548;4.8692;NaN;0;0;309.8;15.6396;1.1535;8.852;1;217.7241;1;0.9495;0;0;0;0.0461;0.0044;0;0;1;-15.1999998092651;0.189999997615814;1
12975;USGS;HONEYDEW C A HONEYDEW CA;11468990;40.22291758;-124.1108743;38.5906;NaN;0;0;518.1;18.679;1.3513;30.19;1;49.7379;1;0.8938;0.0162;0;0;0.0311;0.0588;0;0;1;-15.1999998092651;0.189999997615814;1
12976;USGS;MATTOLE R NR PETROLIA CA;11469000;40.31319125;-124.283381;634.5439;NaN;0;0;422.7;15.3276;1.5895;144.334;1;250.2132;1;0.7849;0.0707;0.0034;0.004;0.024;0.1129;0;0;1;-15.1986417852802;0.189777775396259;1
12977;USGS;NF MATTOLE R A PETROLIA CA;11469500;40.3262464;-124.2942152;97.3831;NaN;0;0;474.7;16.849;1.3036;46.145;1;231.4057;1;0.5991;0.2398;0.0009;0.0001;0.0025;0.1576;0;0;1;-15.1999998092651;0.189999997615814;1
12978;USGS;COLD C TRIB NR ELK C CA;11469800;39.43821498;-122.760828;2.0979;NaN;0;0;1616.9;6.9429;1.2572;6.526;1;328.5764;1;0.3023;0.0296;0;0;0.0415;0.6267;0;0;1;-14.1000003814697;0.009999999776483;1
12979;USGS;EEL R BL SCOTT DAM NR POTTER VALLEY CA;11470500;39.40793878;-122.9713896;751.0928;NaN;0;0;1116.3;13.8052;1.7218;170.39;1;254.3403;1;0.5447;0.0202;0.0009;0.0077;0.0299;0.3966;0;0;1;-14.5752371988005;0.098861958711821;1
12980;USGS;EEL R A VAN ARSDALE DAM NR POTTER VALLEY CA;11471500;39.38849566;-123.1161157;903.9014;NaN;0;0;1077.1;13.9922;1.617;175.703;1;241.5315;1;0.5776;0.0202;0.0009;0.0066;0.0314;0.3633;0;0;1;-14.5540140844348;0.093481674203633;1
12981;USGS;TOMKI C NR WILLITS CA;11471800;39.4193285;-123.2288971;112.4049;NaN;0;0;690.2;12.2607;1.7301;66.37;1;131.8763;1;0.6241;0.0396;0.0003;0;0.036;0.3;0;0;1;-15.1999998092651;0.189999997615814;1
12982;USGS;WILLITS C AB LK EMILY NR WILLITS CA;11472160;39.449329;-123.3980667;9.6347;NaN;0;0;677.2;13.2282;1.2337;13.729;1;161.7929;1;0.9374;0.0012;0;0;0.0564;0.0051;0;0;1;-15.1999998092651;0.189999997615814;1
12983;USGS;OUTLET C NR LONGVALE CA;11472200;39.6179353;-123.3566796;416.986;NaN;0;0;603.9;9.8326;1.7156;126.682;1;72.7284;1;0.4604;0.1553;0.0024;0.0017;0.0714;0.2712;0.0376;0;1;-14.9603807812645;0.194419045675369;1
12984;USGS;EEL R AB DOS RIOS CA;11472500;39.6887672;-123.3594584;1825.9325;NaN;0;0;875.3;13.069;1.9288;297.78;1;250.432;1;0.544;0.0644;0.0011;0.005;0.0395;0.3374;0.0086;0;1;-14.7601123626828;0.132467587027689;1
12985;USGS;MF EEL R AB BLACK BUTTE R NR COVELO CA;11472800;39.8290433;-123.070842;528.3549;NaN;0;0;1489.8;14.7206;1.3458;111.538;1;278.73;1;0.6826;0.011;0;0.0024;0.0133;0.2907;0;0;1;-15.142878177258;0.180652816719113;1
12986;USGS;BLACK BUTTE R NR COVELO CA;11472900;39.82071008;-123.0816755;419.576;NaN;0;0;1363.8;15.1753;1.4359;105.997;1;347.9474;1;0.5479;0.0612;0;0.0017;0.0379;0.3513;0;0;1;-14.3827394464003;0.056266415731433;1
12987;USGS;MF EEL R BL BLACK BUTTE R NR COVELO CA;11473000;39.82626555;-123.092787;950.5209;NaN;0;0;1430;14.868;1.7396;193.404;1;300.6526;1;0.621;0.0339;0;0.0022;0.0246;0.3184;0;0;1;-14.8075331260037;0.125778144082079;1
12988;USGS;WILLIAMS C NR COVELO CA;11473100;39.82487658;-123.1413996;78.7352;NaN;0;0;1008.7;15.5045;1.3007;41.588;1;232.4826;1;0.5861;0.0551;0;0;0.0419;0.3169;0;0;1;-15.1333331772775;0.179090906837673;1
12989;USGS;MILL C BL ALDER C NR COVELO CA;11473530;39.84154269;-123.2775148;44.2886;NaN;0;0;867.3;10.7559;1.3561;32.274;1;139.1632;1;0.5846;0.1155;0.0001;0;0.037;0.2628;0;0;1;-15.11999985088;0.176909088682045;1
12990;USGS;SHORT C NR COVELO;11473600;39.83043198;-123.1833454;39.3676;NaN;0;0;726.8;12.1966;1.3493;30.743;1;189.2781;1;0.3588;0.1352;0;0.0006;0.0476;0.4289;0.0288;0;1;-14.8980390511307;0.194117644838258;1
12991;USGS;MILL C NR COVELO CA;11473700;39.74904414;-123.1811214;247.6016;NaN;0;0;643.7;8.4212;1.3314;75.688;1;126.8141;1;0.3579;0.1163;0.0036;0.0004;0.0625;0.3088;0.1506;0;1;-14.4080127477646;0.181282049791219;1
12992;USGS;ELK C NR HEARST CA;11473800;39.64904555;-123.1211188;217.8169;NaN;0;0;1023.8;14.1375;1.221;65.073;1;0.8373;1;0.354;0.039;0;0.0003;0.0235;0.5832;0;0;1;-14.6718412392406;0.103574005873464;1
12993;USGS;MF EEL R NR DOS RIOS CA;11473900;39.70626687;-123.3252913;1929.5316;NaN;0;0;1130.7;13.5574;1.6461;260.876;1;318.1023;1;0.4963;0.0643;0.0005;0.0029;0.0301;0.3864;0.0194;0;1;-14.6692214095733;0.118520177946351;1
12994;USGS;GOFORTH C A DOS RIOS CA;11473980;39.71237785;-123.342514;9.9196;NaN;0;0;736.1;12.3113;1.2722;14.31;1;220.0391;1;0.3561;0.1756;0;0;0.0888;0.3796;0;0;1;-14.1000003814697;0.009999999776483;1
12995;USGS;HULLS C NR COVELO CA;11474400;39.91376406;-123.2497379;67.0804;NaN;0;0;1153.5;13.496;1.4173;41.986;1;290.4126;1;0.5462;0.0634;0;0;0.0371;0.3533;0;0;1;-15.1999998092651;0.189999997615814;1
12996;USGS;NF EEL R NR MINA CA;11474500;39.9373742;-123.3469626;642.3139;NaN;0;0;937.7;13.7813;1.5137;139.115;1;267.6523;1;0.576;0.0703;0;0;0.0228;0.3308;0;0;1;-15.1787950010185;0.186530118139393;1
12997;USGS;CHAMISE C NR ISLAND MOUNTAIN CA;11474700;40.03709319;-123.5539129;58.5334;NaN;0;0;632.9;15.6072;1.3319;36.801;1;27.9466;1;0.6142;0.1408;0;0;0.0236;0.2214;0;0;1;-15.1999998092651;0.189999997615814;1
12998;USGS;KEKAWAKA C PH NR ZENIA CA;11474750;40.0943149;-123.5094693;85.9872;NaN;0;0;817;11.5859;1.3916;46.047;1;223.7353;1;0.4493;0.2379;0;0;0.0264;0.2863;0;0;1;-15.1699998248707;0.185090906765651;1
12999;USGS;KEKAWAKA C BL KEKAWAKA C PH DIV NR ZENIA CA;11474780;40.11014836;-123.4675244;53.6125;NaN;0;0;888.3;11.5453;1.4581;38.346;1;63.4601;1;0.594;0.1412;0;0;0.0293;0.2356;0;0;1;-15.1835819073577;0.187313430483884;1
13000;USGS;DOBBYN C NR FORT SEWARD CA;11475100;40.2370885;-123.635864;159.0245;NaN;0;0;809;13.2738;1.2732;58.185;1;262.9576;1;0.6597;0.1266;0;0;0.0357;0.178;0;0;1;-15.1787437816749;0.186521736788001;1
13001;USGS;SF EEL R NR BRANSCOMB CA;11475500;39.71904456;-123.652796;113.6999;NaN;0;0;661.6;12.963;1.5128;58.178;1;247.4118;1;0.8482;0.0318;0.0004;0.0001;0.0536;0.0659;0;0;1;-15.1999998092651;0.189999997615814;1
13002;USGS;ELDER C NR BRANSCOMB CA;11475560;39.7295997;-123.6439073;16.8348;NaN;0;0;864.8;17.1997;1.2807;18.887;1;334.8045;1;0.9758;0;0;0;0.0014;0.0228;0;0;1;-15.1999998092651;0.189999997615814;1
13003;USGS;CAHTO C NR LAYTONVILLE CA;11475610;39.6715454;-123.4983497;13.183;NaN;0;0;678.3;9.8769;1.3501;17.84;1;106.901;1;0.6082;0.1603;0.001;0.0029;0.0751;0.1525;0;0;1;-14.9555553860135;0.193333331081602;1
13004;USGS;TENMILE C NR LAYTONVILLE CA;11475700;39.7623764;-123.5427963;130.2758;NaN;0;0;642.8;9.1184;1.3361;54.904;1;101.4511;1;0.5337;0.1675;0.0043;0.001;0.0747;0.2109;0.0079;0;1;-14.71999985088;0.196545452421362;1
13005;USGS;SF EEL R A LEGGETT CA;11475800;39.8745957;-123.7205775;642.3139;NaN;0;0;637.2;13.6013;1.3311;121.702;1;254.7872;1;0.7393;0.0679;0.0017;0.0025;0.0511;0.1358;0.0016;0;1;-15.0651959157458;0.185147056566077;1
13006;USGS;EB SF EEL R NR GARBERVILLE CA;11475940;40.0740346;-123.7700277;192.4352;NaN;0;0;634.3;14.3972;1.4295;71.381;1;295.9335;1;0.6162;0.1824;0.0027;0.0002;0.0238;0.1746;0;0;1;-15.1774588373841;0.186311473069926;1
13007;USGS;SF EEL R NR MIRANDA CA;11476500;40.18181004;-123.7761426;1390.8167;NaN;0;0;537.3;13.7367;1.5993;215.086;1;269.746;1;0.7447;0.0822;0.0018;0.0035;0.0496;0.1175;0.0007;0;1;-15.131984086168;0.186762223655736;1
13008;USGS;BULL C NR WEOTT CA;11476600;40.351528;-124.0050423;72.7783;NaN;0;0;484.8;15.6101;1.4306;43.662;1;121.1777;1;0.9032;0.0152;0;0;0.045;0.0366;0;0;1;-15.1999998092651;0.189999997615814;1
13009;USGS;LARABEE C NR HOLMES CA;11476700;40.4081949;-123.9011523;217.8169;NaN;0;0;622.6;13.2055;1.5124;80.521;1;270.6036;1;0.6748;0.1277;0.001;0.0003;0.0099;0.1862;0;0;1;-15.1960286921973;0.18935017812903;1
13010;USGS;EEL R A SCOTIA CA;11477000;40.49152384;-124.0997699;8062.5929;NaN;0;0;794.8;13.5891;1.7705;573.438;1;269.6296;1;0.592;0.0898;0.001;0.0044;0.0347;0.271;0.007;0;1;-14.9428083752457;0.156323885507406;1
13011;USGS;MILL C BL DIV DAM NR DINSMORE CA;11477425;40.46430877;-123.6008694;1.9166;NaN;0;0;1391.3;9.0047;1.5495;8.04;1;20.8212;1;0.7508;0.0177;0;0;0.0217;0.2098;0;0;1;-15.1999998092651;0.189999997615814;1
13012;USGS;SULPHUR C BL DIV DAM NR DINSMORE CA;11477450;40.46375317;-123.605314;2.7454;NaN;0;0;1297.2;7.9882;1.2288;7.135;1;345.1575;1;0.7678;0.0484;0;0;0.0382;0.1457;0;0;1;-15.1999998092651;0.189999997615814;1
13013;USGS;MILL C BL SULPHUR C A DINSMORE CA;11477475;40.4829196;-123.6089257;8.0548;NaN;0;0;1226.5;9.2458;1.3496;13.588;1;14.9928;1;0.8079;0.0238;0;0;0.0368;0.1315;0;0;1;-15.1999998092651;0.189999997615814;1
13014;USGS;VAN DUZEN R NR DINSMORE CA;11477500;40.4845857;-123.6580935;220.6659;NaN;0;0;1119.7;13.7299;1.7764;94.938;1;69.9801;1;0.7026;0.0661;0.0001;0.0027;0.0288;0.1996;0;0;1;-15.0989397675747;0.183109538372961;1
13015;USGS;LITTLE VAN DUZEN R NR BRIDGEVILLE CA;11477700;40.44430835;-123.6553145;93.7571;NaN;0;0;1157;14.3891;1.4251;49.701;1;289.4789;1;0.7288;0.0613;0.0004;0;0.0058;0.2038;0;0;1;-15.054545339474;0.16619834500896;1
13016;USGS;VAN DUZEN R A BRIDGEVILLE CA;11478000;40.46791759;-123.7997627;523.175;NaN;0;0;979.9;13.424;1.5957;131.296;1;345.0775;1;0.6619;0.1124;0.0001;0.0031;0.0186;0.2039;0;0;1;-15.1312498350938;0.18281249771826;1
13017;USGS;VAN DUZEN R NR BRIDGEVILLE CA;11478500;40.48041636;-123.890876;574.9745;NaN;0;0;934.5;13.5495;1.6914;145.765;1;353.4835;1;0.6634;0.1173;0.0001;0.0036;0.0188;0.1969;0;0;1;-15.1344171785081;0.18296747738975;1
13018;USGS;YAGER C NR CARLOTTA CA;11479000;40.5706898;-124.0497717;328.9269;NaN;0;0;614.3;13.0221;1.4855;97.021;1;299.3297;1;0.6738;0.1419;0.0009;0.0002;0.0127;0.1706;0;0;1;-15.1999998092651;0.189999997615814;1
13019;USGS;ELK R NR FALK CA;11479700;40.70262865;-124.1567245;114.4769;NaN;0;0;280.3;10.8082;1.3312;51.205;1;354.0502;1;0.9348;0.012;0.0012;0;0.014;0.0356;0.0024;0;1;-15.1702700821129;0.190405403037329;1
13020;USGS;JACOBY C NR  FRESHWATER CA;11480000;40.7915195;-124.0039459;15.0219;NaN;0;0;502.2;13.6372;1.1754;16.734;1;307.155;1;0.8937;0.0263;0;0;0.0372;0.0427;0;0;1;-15.1999998092651;0.189999997615814;1
13021;USGS;MAD R AB RUTH RES NR FOREST GLEN CA;11480390;40.28431329;-123.3353034;242.9397;NaN;0;0;1140;14.21;1.3527;75.804;1;283.9398;1;0.7735;0.0241;0;0;0.0281;0.1744;0;0;1;-15.1646300527444;0.184212216334807;1
13022;USGS;MAD R BL RUTH RES NR FOREST GLEN CA;11480410;40.37097808;-123.4361411;313.387;NaN;0;0;1125.6;14.3327;1.5229;97.024;1;270.3748;1;0.749;0.0274;0.0018;0.0118;0.0305;0.1795;0;0;1;-15.1071958683856;0.182555829001494;1
13023;USGS;MAD R NR KNEELAND CA;11480750;40.7637446;-123.8900542;909.0813;NaN;0;0;1006.4;14.6311;2.411;256.13;1;274.9875;1;0.7388;0.0602;0.0006;0.0065;0.0203;0.1735;0;0;1;-15.1322319805622;0.181696426298004;1
13024;USGS;MAD R NR BLUE LAKE CA;11480780;40.84624116;-123.9828363;1017.8603;NaN;0;0;926.5;14.3067;2.4477;281.407;1;276.3487;1;0.7458;0.0598;0.0007;0.0066;0.0194;0.1677;0;0;1;-15.1289512082074;0.180744678587412;1
13025;USGS;NF MAD R NR KORBEL CA;11480800;40.88624107;-123.9417258;104.635;NaN;0;0;478.5;13.4363;1.1711;43.056;1;270.218;1;0.8098;0.0484;0.0002;0;0.0183;0.1233;0;0;1;-15.068656594006;0.168507460560372;1
13026;USGS;LITTLE R NR TRINIDAD CA;11481200;41.0098479;-124.0814555;104.894;NaN;0;0;343.4;10.8287;1.5347;56.706;1;271.8971;1;0.7858;0.0583;0.0003;0;0.0052;0.1504;0;0;1;-14.8441175643136;0.163308821591165;1
13027;USGS;REDWOOD C NR BLUE LAKE CA;11481500;40.90596479;-123.815335;175.3413;NaN;0;0;907.8;14.6656;1.4667;69.797;1;345.4921;1;0.7687;0.0695;0.0007;0.0009;0.0087;0.1516;0;0;1;-14.5855857144605;0.089459458282133;1
13028;USGS;LACKS C NR ORICK CA;11482110;41.060683;-123.8670069;43.7706;NaN;0;0;709.6;18.2255;1.282;30.495;1;291.063;1;0.8905;0.0225;0.0252;0;0.0025;0.0594;0;0;1;-15.1999998092651;0.189999997615814;1
13029;USGS;REDWOOD C AB PANTHER C NR ORICK CA;11482120;41.08901555;-123.907564;388.4963;NaN;0;0;746.3;15.4671;1.7294;122.418;1;332.2203;1;0.8019;0.0556;0.0075;0.0015;0.0139;0.1197;0;0;1;-14.6422223216355;0.098727271438699;1
13030;USGS;PANTHER C NR ORICK CA;11482125;41.08846;-123.9083973;15.7211;NaN;0;0;503.4;15.4576;1.0924;15.278;1;84.2957;1;0.8182;0.0757;0;0;0;0.1061;0;0;1;-14.1000003814697;0.009999999776483;1
13031;USGS;COYOTE C NR ORICK CA;11482130;41.1173484;-123.9128425;20.15;NaN;0;0;602.6;15.8137;1.0647;17.066;1;275.3766;1;0.7151;0.1369;0.0008;0;0.0089;0.1383;0;0;1;-15.1999998092651;0.189999997615814;1
13032;USGS;REDWOOD C AT S PARK BOUNDARY NR ORICK CA;11482200;41.1717918;-123.9497889;479.1454;NaN;0;0;700.4;15.4344;1.8258;143.613;1;335.8978;1;0.8108;0.0557;0.0061;0.0017;0.0135;0.1122;0;0;1;-14.6214286816585;0.095324674076945;1
13033;USGS;LITTLE LOST MAN C A SITE NO 2 NR ORICK CA;11482468;41.3220674;-124.0206264;8.9613;NaN;0;0;451.9;12.4683;1.4659;15.515;1;7.9701;1;0.9868;0;0;0;0.0131;0.0001;0;0;1;-15.1083331902822;0.17499999779587;1
13034;USGS;REDWOOD C A ORICK CA;11482500;41.2992896;-124.0511825;717.4231;NaN;0;0;576.6;14.5532;2.2788;219.292;1;327.195;1;0.8582;0.041;0.0065;0.0015;0.0141;0.0774;0.0012;0;1;-14.4216686023534;0.098819067941843;1
13035;USGS;BUTTE C NR MACDOEL CA;11490500;41.7165397;-122.0011175;461.0156;NaN;0;0;1640.6;6.7454;1.4988;114.611;1;46.4071;1;0.7505;0.047;0.0131;0.0006;0.0132;0.1745;0.0011;0;1;-12.5931208053691;0.114211412084183;1
13036;USGS;WILLIAMSON RIVER BELOW SHEEP CREEK NR LENZ,OREG.;11491400;42.91152848;-121.4766839;530.9449;NaN;0;0;1581.5;4.1277;1.4053;112.249;1;308.9215;1;0.7374;0.0743;0.0249;0.0001;0;0.1625;0.0008;0;1;-13.0661168763305;0.12367316544324;1
13037;USGS;WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR;11493500;42.74013528;-121.8344618;3341.0681;NaN;0;0;1567.4;3.4932;1.4875;313.146;1;147.2534;1;0.6372;0.0604;0.0791;0.0144;0.0056;0.1938;0.0096;0;1;-12.8277478830408;0.108894389004932;1
13038;USGS;N FORK SPRAGUE RIVER AT POWER PLANT, NEAR BLY, OR;11495800;42.50153908;-120.988042;201.2411;NaN;0;0;1992.6;6.8925;1.411;66.477;1;312.4883;1;0.6281;0.1448;0.0024;0.0012;0;0.2235;0;0;1;-12.3602619754175;0.106593889830935;1
13039;USGS;SPRAGUE RIVER NEAR BEATTY, OR;11497500;42.44709324;-121.2386083;1328.6573;NaN;0;0;1645.5;5.0549;1.6468;217.436;1;282.2691;1;0.5213;0.1635;0.0173;0.0018;0.0042;0.2769;0.0151;0;1;-12.5769016905535;0.107151585526098;1
13040;USGS;SYCAN RIVER BELOW SNAKE CREEK NR BEATTY,OREG.;11499100;42.4859811;-121.2788876;1471.1059;NaN;0;0;1686.6;3.4002;1.7476;237.415;1;275.0289;1;0.5455;0.1555;0.0705;0.0005;0.0003;0.2216;0.006;0;1;-12.6381272549341;0.099042942100896;1
13041;USGS;SPRAGUE RIVER NEAR CHILOQUIN, OR;11501000;42.5845809;-121.8497366;4053.3112;NaN;0;0;1603.6;4.3558;1.8299;420.023;1;281.7273;1;0.5331;0.1623;0.0398;0.0011;0.004;0.2362;0.0234;0;1;-12.7147579571101;0.110394523535689;1
13042;USGS;WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR;11502500;42.56485858;-121.8794593;7769.9257;NaN;0;0;1582.2;3.9784;1.7131;541.356;1;233.4791;1;0.5877;0.1132;0.0562;0.007;0.0053;0.2135;0.017;0;1;-12.774942389285;0.110488486696113;1
13043;USGS;FOURMILE C NR ROCKY POINT OREG;11505600;42.4540243;-122.1177975;271.9474;NaN;0;0;1705.9;7.3313;1.3885;79.923;1;41.7273;1;0.9025;0.0247;0.0043;0.0293;0.0097;0.0289;0.0006;0;1;-12.2623906093853;0.12539358901908;1
13044;USGS;VARNEY C NR ROCKY POINT OREG;11505700;42.44985779;-122.1150196;19.2435;NaN;0;0;1761.8;11.8886;1.7213;27.43;1;5.4789;1;0.8842;0.0799;0.0011;0;0.0197;0.0151;0;0;1;-11.4119997406006;0.219200001955032;1
13045;USGS;COTTONWOOD C A HORNBROOK CA;11516600;41.91819465;-122.5636365;232.5798;NaN;0;0;1153.7;12.7305;1.2487;68.48;1;160.1963;1;0.4606;0.1473;0.0006;0.0002;0.0399;0.3462;0.0052;0;1;-13.9395499244764;0.088520900780557;1
13046;USGS;SHASTA R NR EDGEWOOD CA;11516750;41.4712593;-122.4408518;182.0753;NaN;0;0;1504.4;11.5118;1.5912;77.322;1;350.7461;1;0.6292;0.1043;0;0.0026;0.0506;0.1802;0.0323;0.0008;1;-13.2514769397204;0.094936709670264;1
13047;USGS;LITTLE SHASTA R NR MONTAGUE CA;11516900;41.75292395;-122.3005717;124.8368;NaN;0;0;1753.6;9.5829;1.16;45.804;1;256.1533;1;0.8149;0.0546;0.0006;0;0.0089;0.1209;0;0;1;-12.5;0.090000003576279;1
13048;USGS;BEAVER C NR KLAMATH R CA;11517800;41.89430115;-122.823367;274.5374;NaN;0;0;1443.2;16.2973;1.3006;76.862;1;152.7265;1;0.7367;0.0461;0.0188;0;0.0613;0.1371;0;0;1;-14.7743663358017;0.082563379197054;1
13049;USGS;EF SCOTT R BL HOUSTON C NR CALLAHAN CA;11517900;41.4015341;-122.6533582;51.0225;NaN;0;0;1821.9;14.3275;1.3021;33.392;1;306.6451;1;0.7967;0.0483;0;0.0002;0.0061;0.1488;0;0;1;-14.5584617614746;0.071076922061352;1
13050;USGS;EF SCOTT R AB KANGAROO C NR CALLAHAN CA;11517950;41.3393118;-122.7197485;128.2038;NaN;0;0;1580.8;12.7852;1.318;53.504;1;297.6211;1;0.585;0.126;0;0.0006;0.0068;0.2553;0.0262;0;1;-15.0798782371893;0.072378047412579;1
13051;USGS;EF SCOTT R CALAHAN CA;11518050;41.30375579;-122.7766945;284.8973;NaN;0;0;1503.5;13.7944;1.3462;81.304;1;314.2368;1;0.5741;0.095;0;0.0005;0.0081;0.2934;0.0289;0;1;-14.7882516162643;0.050628414326678;1
13052;USGS;SF SCOTT R NR CALLAHAN CA;11518200;41.2956996;-122.810029;107.484;NaN;0;0;1756.5;17.1021;1.2827;47.888;1;23.3522;1;0.6782;0.0269;0.0181;0.0039;0.0429;0.229;0.0001;0.001;1;-14.1604170269436;0.018194444115377;1
13053;USGS;SUGAR C NR CALLAHAN CA;11518300;41.32819846;-122.8411416;31.0797;NaN;0;0;1578;18.1284;1.3901;27.583;1;98.9856;1;0.5655;0.0543;0.0024;0.0018;0.0407;0.3346;0;0.0006;1;-14.1000003814697;0.009999999776483;1
13054;USGS;CEDAR GULCH NR CALLAHAN CA;11518310;41.34430955;-122.830308;2.5641;NaN;0;0;1083.6;12.2973;1.1786;6.428;1;81.8602;1;0.0895;0.0414;0;0;0.0333;0.8359;0;0;1;-14.1000003814697;0.009999999776483;1
13055;USGS;MOFFETT C NR FORT JONES CA;11518600;41.63319568;-122.7478075;180.7803;NaN;0;0;1348.4;16.5261;1.2719;61.323;1;316.2641;1;0.594;0.0573;0.0001;0;0.0051;0.3313;0.0121;0;1;-14.1398344000345;0.011825725876753;1
13056;USGS;SHACKLEFORD C NR MUGGINSVILLE CA;11519000;41.58652456;-123.0044807;45.8426;NaN;0;0;1788.8;19.1395;1.3722;33.286;1;133.3269;1;0.6191;0.0948;0;0.0093;0.0234;0.2534;0;0;1;-13.4836067449851;0.052131148940716;1
13057;USGS;SCOTT R NR FORT JONES CA;11519500;41.64069017;-123.015037;1691.2538;NaN;0;0;1325.4;14.3398;1.3654;202.759;1;69.848;1;0.448;0.0798;0.0111;0.0025;0.0358;0.3506;0.072;0.0001;1;-14.1631017993478;0.070352049750307;1
13058;USGS;INDIAN C NR HAPPY CAMP CA;11521500;41.83512325;-123.3831113;310.797;NaN;0;0;1142.5;18.2557;1.3612;85.807;1;145.4012;1;0.8028;0.0052;0.0043;0.0001;0.0337;0.1538;0.0001;0;1;-15.1103195593457;0.073636362622023;1
13059;USGS;ELK C NR HAPPY CAMP CA;11522200;41.74318137;-123.3556097;234.1338;NaN;0;0;1270.4;20.9112;1.3728;75.251;1;336.0859;1;0.853;0.0128;0;0.0006;0.0227;0.1109;0;0;1;-15.4144264002315;0.070754096779178;1
13060;USGS;TI C NR SOMES BAR CA;11522260;41.5248458;-123.527561;24.5012;NaN;0;0;1015.6;17.6763;1.4327;25.52;1;295.8255;1;0.9241;0.001;0;0;0.0591;0.0158;0;0;1;-15.7000001271566;0.083333331470688;1
13061;USGS;SF SALMON R NR FORKS OF SALMON CA;11522300;41.22207858;-123.2511584;652.6738;NaN;0;0;1399.3;20.2781;1.4168;129.976;1;327.2223;1;0.7578;0.0175;0.0034;0.0013;0.0187;0.1957;0;0.0055;1;-15.1109156149654;0.085023473073759;1
13062;USGS;NF SALMON R NR FORKS OF SALMON CA;11522400;41.2670767;-123.3044946;525.765;NaN;0;0;1421;22.6821;1.3886;114.178;1;263.8612;1;0.8097;0.0162;0.002;0.001;0.0134;0.1576;0;0;1;-14.0791002503327;0.076473150240103;1
13063;USGS;SALMON R A SOMES BAR CA;11522500;41.3765154;-123.4770026;1945.0714;NaN;0;0;1310.5;21.6753;1.3839;219.056;1;301.4557;1;0.8202;0.0139;0.0017;0.0013;0.0137;0.1473;0;0.0018;1;-14.9540552420879;0.080137794530092;1
13064;USGS;RED CAP C NR ORLEANS CA;11523030;41.2401274;-123.544225;145.2976;NaN;0;0;1067.1;21.5893;1.3959;60.289;1;327.5079;1;0.8777;0.0028;0.0011;0;0.0123;0.1061;0;0;1;-15.0240644057167;0.052352940006291;1
13065;USGS;BLUFF C NR WEITCHPEC CA;11523050;41.24012608;-123.6581165;193.2122;NaN;0;0;954.4;17.6273;1.5502;77.104;1;112.6172;1;0.9092;0.0012;0.0003;0.0005;0.0253;0.0635;0;0;1;-15.0083667709533;0.05163346498136;1
13066;USGS;TRINITY R AB COFFEE C NR TRINITY CENTER CA;11523200;41.1112571;-122.7055788;385.9063;NaN;0;0;1634.9;17.6384;1.5083;106.07;1;189.9343;1;0.7578;0.0395;0;0.001;0.0071;0.1947;0;0;1;-14.0715143158141;0.015438246763352;1
13067;USGS;COFFEE C NR TRINITY CENTER CA;11523700;41.09292298;-122.7539134;277.1274;NaN;0;0;1763.4;18.7584;1.2292;73.481;1;133.0329;1;0.7644;0.0187;0.0141;0.0015;0.0068;0.1931;0;0.0014;1;-14.1621851987865;0.03473389309411;1
13068;USGS;RUSH C NR LEWISTON CA;11525530;40.7245899;-122.8347458;57.7564;NaN;0;0;1069;16.5534;1.6572;45.491;1;137.6132;1;0.7329;0.0241;0;0;0.0393;0.202;0;0.0016;1;-13.7586668395996;0.123733336577813;1
13069;USGS;GRASS VALLEY C A FAWN LODGE NR LEWISTON CA;11525600;40.67625718;-122.8305783;79.7712;NaN;0;0;1058.4;12.6741;1.3847;44.572;1;1.8474;1;0.7572;0.0107;0.0002;0.0019;0.0378;0.1922;0;0;1;-14.1000003814697;0.009999999776483;1
13070;USGS;GRASS VALLEY C NR LEWISTON CA;11525630;40.68653456;-122.8611348;93.7571;NaN;0;0;1030.6;12.8587;1.4692;51.464;1;356.8472;1;0.742;0.013;0.0002;0.0016;0.0424;0.2008;0;0;1;-14.0917359028966;0.017272727194527;1
13071;USGS;INDIAN C NR DOUGLAS CITY CA;11525670;40.65181225;-122.9144689;86.7642;NaN;0;0;1102.4;17.5984;1.4614;48.947;1;303.262;1;0.6773;0.0086;0.0004;0;0.0205;0.2931;0;0;1;-14.0954549182545;0.013999999856407;1
13072;USGS;WEAVER C NR DOUGLAS CITY CA;11525800;40.67070068;-122.9428032;125.3548;NaN;0;0;1002.7;14.4988;1.197;48.033;1;190.4361;1;0.5851;0.0164;0;0.0001;0.0803;0.318;0;0;1;-13.4024693406658;0.127777782395298;1
